"","logFC","logCPM","F","PValue","FDR"
"LOC108238042",-1.88577002735001,4.69425224101203,35.4448321514084,3.25915975365457e-05,0.00472291886733983
"LOC108233346",-1.46021633241963,5.22426663782956,35.3319154322679,3.31374202721953e-05,0.00472411441702993
"eppk1",-1.46493144657629,7.41721844788823,35.3185606233843,3.32026626114884e-05,0.00472411441702993
"zgc:113337",-2.92373530301859,3.75639892947566,35.2714674800108,3.34338997843373e-05,0.00472411441702993
"igdcc3",1.41229421299327,5.8576064143379,35.2619359993085,3.34809246695831e-05,0.00472411441702993
"LOC108239430",-6.02260751370631,4.69854070456227,39.0277801089483,3.37160474071218e-05,0.00472619652771596
"LOC108232811",-2.65341867624864,3.54999576634282,35.1683996764045,3.39464261858512e-05,0.00472759092472696
"LOC108239630",-1.27475390360634,7.55364355373066,35.0245908844256,3.46766006294597e-05,0.00476760765318234
"LOC108233802",-1.54628502146016,5.69598296702524,34.9827608342367,3.48923418951746e-05,0.00476760765318234
"gnai3",-1.50229213084626,6.61271224880515,34.9811544332809,3.490065750686e-05,0.00476760765318234
"hsd17b12a",-1.74527213310015,5.01213309976672,34.7864165053022,3.59256917337189e-05,0.00485939949808063
"cldn23a",-1.4852561206006,4.60024834947168,34.7677454249737,3.60257621203348e-05,0.00485939949808063
"LOC108229415",-2.13392574468958,3.73807713651337,34.597558422495,3.69527180665707e-05,0.00494110323229649
"neurod4",1.75723223864717,4.38677412270267,34.5562854358823,3.71816013379739e-05,0.00494110323229649
"atp8b1",-1.58076295158258,5.63272348188322,34.5309964747622,3.73226429632131e-05,0.00494110323229649
"LOC108248861",1.39057187517276,7.16920411339756,34.4260021428951,3.79147846304843e-05,0.00498363265095335
"LOC108249077",-2.56316069086169,3.04262663141734,34.3920371655666,3.81086284681471e-05,0.00498363265095335
"LOC108241772",-1.585632368452,6.73751281813221,34.320762904573,3.85190912914735e-05,0.00500678152077717
"LOC108243351",-3.04732596103884,3.95997123001975,34.2903516142633,4.00242563686576e-05,0.00516947035689046
"tmem54a",-1.73924147118042,4.79741997873333,34.0289974041659,4.02527882501379e-05,0.00516947035689046
"spint1a",-1.57471072695213,6.7142925399139,33.973270466947,4.05939606143701e-05,0.00518225400771664
"esyt3",-1.99790492398141,5.71949076255534,33.8540990502206,4.13346882230131e-05,0.00524559206105894
"LOC108233147",-2.35076475609311,3.30295056892802,33.6774368185774,4.24613235586685e-05,0.00531125369935389
"crybg1a",-1.81174875356259,7.24999721421742,33.6681973538418,4.25212043658478e-05,0.00531125369935389
"epcam",-1.44338388061415,8.58820967475094,33.6362997767794,4.27286739736451e-05,0.00531125369935389
"LOC108244205",-1.85197104914862,5.28739071526936,33.618847481008,4.28426768307094e-05,0.00531125369935389
"LOC108246977",-2.30663134881911,3.87865745701055,33.5623873209337,4.32138742128763e-05,0.00532648253013539
"LOC108249976",-3.45696597133065,2.72728014511839,33.4302033476016,4.40973639009338e-05,0.00540432093476187
"tmem154",-1.84114568484336,4.11224817579453,33.2313950949063,4.54652610666887e-05,0.00554030371646177
"esrp2",-2.18581757617681,7.94657047797242,33.4559945228194,4.57721839912801e-05,0.00554619226023155
"LOC108234206",-2.16225078727453,4.33858419046864,33.1442240105903,4.60802672173008e-05,0.00555215444387332
"LOC108234755",-3.10855132586529,5.21483119951093,33.7336833207436,4.65051108776158e-05,0.00557203973738674
"gjb3",-1.53349261431764,4.98834931350018,33.0180474378257,4.6987358129391e-05,0.00558343379274991
"LOC108245450",-1.4198140763515,5.24063019724243,32.9997094093605,4.71208801458355e-05,0.00558343379274991
"LOC108244447",-2.86529245255523,4.1237304894487,32.9876183341171,4.80229741665457e-05,0.0056464102466252
"foxn4",3.18199772968322,3.14648410862712,32.8010646365056,4.85953433144447e-05,0.0056464102466252
"si:ch211-225p5.8",-4.03793166458559,3.25518570266352,33.0931969615492,4.87000526364236e-05,0.0056464102466252
"LOC108233453",-1.27225419162386,5.85234244419765,32.7865068204852,4.87054551044744e-05,0.0056464102466252
"bhmt",-2.00862662929286,9.06240645342605,32.799012942147,4.92176255889301e-05,0.00567510976347196
"gnat1",-7.59467957936894,4.6690044730218,37.6431669304612,5.31385547254216e-05,0.00609445231655678
"grk7a",-7.73582173224639,3.87314804902411,35.3518565872225,5.43375668575224e-05,0.00612967689320543
"col7a1",-1.6250907804138,7.44128847951603,32.0641702840842,5.45443136467044e-05,0.00612967689320543
"LOC108248099",-1.7763253454341,8.23560438891365,32.0602681623833,5.45779553304506e-05,0.00612967689320543
"gamt",-1.29755127229737,9.22964863857088,32.0589984730033,5.45889069148243e-05,0.00612967689320543
"usp21",-3.98570751390431,2.37437847036032,31.9823445582254,5.5254748809756e-05,0.00617212811313978
"LOC108240502",-2.22037077221379,6.08690967867282,32.1843860255382,5.56918078580198e-05,0.00617492198266524
"myo3a",-3.93352967711796,2.89414020461246,31.9670753192971,5.60635585250295e-05,0.00617492198266524
"lg18h19orf44",1.63884807793945,3.53760928944847,31.7538584927935,5.72951240044279e-05,0.00617492198266524
"LOC108239523",1.70173709430422,5.40711986890595,31.709319242222,5.77028009091011e-05,0.00617492198266524
"mbpa",-7.90090501491857,3.3991224907012,33.5956577915727,5.80185684860363e-05,0.00617492198266524
"slc6a5",-1.69014969601725,6.04995015128135,31.6637914748724,5.81229517881503e-05,0.00617492198266524
"LOC108230705",-4.52752125929906,1.72162896031708,31.6542714525746,5.82112476822993e-05,0.00617492198266524
"tox",1.52730171674314,4.58324327878454,31.6460317607186,5.82877924446356e-05,0.00617492198266524
"LOC108228490",-3.0357174223002,3.07668840905712,31.5692625019109,5.90065093466414e-05,0.00617492198266524
"lhx9",1.83964644910888,6.2752785473785,31.5424468822151,5.92599381474379e-05,0.00617492198266524
"ppm1e",-1.9243222073911,5.15328379751831,31.5186203809608,5.94861602687735e-05,0.00617492198266524
"ccl27a",-2.58370909225834,5.56059663314224,31.9946891979357,5.95245643327834e-05,0.00617492198266524
"LOC108238552",-1.72357563171492,3.66592476334217,31.5106684288283,5.95618798263916e-05,0.00617492198266524
"LOC108234085",-2.21249007827234,3.88062355056398,31.5087899921406,5.95797826136073e-05,0.00617492198266524
"clu",-1.65695453255012,5.92071616281991,31.5068276487372,5.95984916497274e-05,0.00617492198266524
"prph2a",-5.83868703856403,3.61437355798888,32.9160946250725,6.11766579543839e-05,0.00630796049590226
"LOC108229315",-2.34155209038124,3.74606639045661,31.2383258656908,6.22228035358679e-05,0.00634998930478771
"LOC108246769",-3.58940228583865,3.7300289792303,31.6291522550167,6.26636041957868e-05,0.00634998930478771
"si:ch1073-358c10.1",-1.42863718970537,5.15941785768651,31.1872211590533,6.27371065004009e-05,0.00634998930478771
"LOC108251232",1.07843585617751,7.10229708351123,31.1841092873369,6.27685798766724e-05,0.00634998930478771
"lsr",-1.48888672037178,6.29098470072527,31.0958368858167,6.36689160964249e-05,0.00639078988990027
"cast",-1.23632806670297,7.94727873464657,31.0669197286522,6.39670562076562e-05,0.00639078988990027
"tmem51b",-1.74458883185966,3.58918385791697,31.0238085311341,6.44145028521903e-05,0.00639078988990027
"ano1a",-1.29848144336817,6.85088696792551,31.0009953989083,6.46527229253008e-05,0.00639078988990027
